data,values
12936426336,1
12936426272,1
12936425696,1
12936425440,1
12936425248,1
12936425184,0
12936424848,1
12936424560,0
12936424208,0
12936424032,1
12936423760,1
12936423440,1
12936423360,1
12936423232,1
12936423152,1
12936422944,1
12936422736,1
12936422560,1
12936422544,1
12936422512,1
12936422256,1
12936421968,1
12936421888,0
12936421712,1
12936421632,1
12936421312,0
12936421152,1
12936421072,0
12936420944,1
12936420848,1
12936420768,1
12936420224,0
12936419584,1
12936419504,1
12936419312,1
12936419120,1
12936418912,1
12936418880,1
12936418704,1
12936418656,1
12936418528,1
12936418240,1
12936418192,1
12936417936,1
12936417904,1
12936417776,1
12936417616,1
12936417504,1
12936417392,1
12936417312,1
12936417168,1
12936417104,1
12936416800,0
12936416704,1
12936416592,1
12936416112,1
12936416080,1
12936415824,1
12936415712,1
12936415472,1
12936415376,1
12936415136,1
12936415024,1
12936414992,0
12936414912,1
12936414768,1
12936414384,1
12936414288,0
12936414016,1
12936413744,1
12936413328,0
12936413248,1
12936413184,1
12936412848,1
12936412672,1
12936412640,1
12936412352,1
12936412112,1
12936412048,1
12936411952,1
12936411888,0
12936411824,1
12936411792,1
12936411216,1
12936410688,1
12936410624,1
12936410592,1
12936410336,1
12936410176,1
12936409984,1
12936409952,1
12936409888,1
12936409856,0
12936409584,1
12936409520,1
12936409200,1
12936409120,1
12936409056,1
12936408960,1
12936408192,1
12936407952,1
12936407856,1
12936407792,1
12936407728,1
12936407696,1
12936407376,1
12936407200,1
12936407136,1
12936407104,1
12936406752,1
12936406512,1
12936406080,1
12936405936,1
12936405808,1
12936405648,1
12936405280,1
12936405136,1
12936404864,1
12936404816,1
12936404656,1
12936404240,1
12936404096,1
12936404048,1
12936403712,1
12936403552,1
12936403520,1
12936403440,1
12936403376,1
12936403280,1
12936403120,1
12936403088,1
12936402880,1
12936402560,1
12936402352,1
12936402112,1
12936401984,1
12936401888,1
12936400848,1
12936400592,0
12936400448,1
12936400416,1
12936400352,1
12936400288,0
12936400240,1
12936400064,1
12936399872,1
12936399680,1
12936399616,1
12936398944,1
12936398704,1
12936398512,1
12936398384,1
12936398336,1
12936398272,1
12936398000,1
12936397936,1
12936397808,1
12936397792,1
12936397664,1
12936397632,1
12936397488,1
12936397168,1
12936396816,1
12936395984,1
12936395952,1
12936395920,1
12936395776,1
12936395712,1
12936395600,1
12936395008,1
12936394800,1
12936394576,1
12936394496,1
12936393664,1
12936393504,1
12936393440,1
12936393344,1
12936393312,1
12936393216,1
12936392864,1
12936392832,1
12936392704,1
12936392576,1
12936392224,1
12936392192,1
12936392080,1
12936392048,1
12936391824,1
12936391632,1
12936391584,1
12936390928,1
12936390880,1
12936390832,0
12936390576,1
12936390544,2
12936390512,1
12936390480,1
12936390272,1
12936389840,1
12936389696,1
12936389504,1
12936389248,1
12936388848,1
12936388256,1
12936387952,1
12936387840,1
12936387808,1
12936387392,1
12936387264,1
12936383056,1
12936382992,1
12936382656,1
12936382400,1
12936382080,1
12936381680,1
12936381536,1
12936381280,1
12936381008,1
12936380912,1
12936380800,1
12936380768,1
12936380704,1
12936380304,1
12936380128,1
12936380096,1
12936379952,1
12936379728,1
12936379312,0
12936379024,1
12936378960,1
12936378928,1
12936378864,1
12936378432,1
12936377760,1
12936377664,1
12936377296,1
12936377264,1
12936377168,1
12936377120,1
12936376752,1
12936376720,0
12936376640,1
12936376480,1
12936376416,1
12936376032,0
12936375808,1
12936375728,1
12936375616,1
12936375584,1
12936375552,1
12936375488,1
12936375232,0
12936374800,1
12936374608,1
12936374112,1
12936374096,1
12936374032,1
12936373984,1
12936373792,1
12936373696,1
12936373648,1
12936373360,1
12936373328,1
12936373264,1
12936373184,1
12936373072,4
12936372928,1
12936372784,1
12936372528,1
12936372432,1
12936372112,1
12936372080,1
12936371792,1
12936371712,1
12936371648,1
12936371440,1
12936370688,0
12936370240,1
12936369968,1
12936369936,1
12936369888,1
12936369056,1
12936368304,1
12936368128,1
12936367696,1
12936367648,1
12936367296,1
12936367216,1
12936367088,1
12936366896,1
12936366704,1
12936366672,1
12936366640,1
12936366256,1
12936365968,1
12936365312,1
12936365232,1
12936364880,1
12936364784,1
12936366192,1
12936365552,0
12936364464,1
12936364336,1
12936364112,1
12936363984,1
12936363792,1
12936363440,1
12936363392,1
12936363248,1
12936362368,1
12936361696,1
12936361568,1
12936361536,1
12936361280,1
12936361120,1
12936361056,1
12936360896,1
12936360640,1
12936360592,1
12936360352,1
12936360000,1
12936359872,1
12936359648,1
12936359296,1
12936359184,1
12936358928,1
12936358656,1
12936358624,1
12936358528,1
12936358352,1
12936357232,1
12936357200,1
12936357120,1
12936357072,1
12936356768,1
12936356512,1
12936355440,1
12936355120,3
12936354912,1
12936354880,1
12936354624,1
12936354560,1
12936354016,1
12936353840,1
12936353328,1
12936353312,1
12936352640,1
12936351824,1
12936351648,1
12936351616,1
12936351376,1
12936350928,1
12936350656,1
12936350576,1
12936350400,1
12936350352,1
12936350032,1
12936349632,1
12936349584,1
12936349488,1
12936349456,1
12936348240,1
12936347888,1
12936347808,1
12936347312,1
12936347008,1
12936346304,1
12936346048,1
12936345504,1
12936345360,1
12936345328,1
12936345248,1
12936344240,1
12936343712,1
12936343472,1
12936343392,1
12936343136,1
12936343088,1
12936342656,1
12936342352,1
12936342176,1
12936342112,1
12936342032,1
12936341984,1
12936341776,1
12936341488,1
12936341168,1
12936340736,1
12936340672,2
12936340256,1
12936340208,1
12936340128,1
12936340032,1
12936339952,1
12936339904,1
12936339760,1
12936339472,1
12936339264,1
12936339200,1
12936338704,1
12936338496,1
12936338464,1
12936337840,1
12936337344,1
12936337152,1
12936337088,1
12936336928,1
12936336688,1
12936336304,1
12936336208,1
12936335392,1
12936335008,1
12936334944,1
12936334496,1
12936334368,1
12936334256,1
12936334064,1
12936333568,0
12936333216,1
12936332784,1
12936331136,1
12936330992,1
12936330720,1
12936330320,1
12936330112,1
12936329296,1
12936329184,1
12936328992,1
12936328944,1
12936328672,1
12936328512,1
12936328320,1
12936328192,1
12936328064,1
12936327760,1
12936327616,1
12936327584,1
12936327184,1
12936326688,1
12936326672,1
12936326496,1
12936326384,1
12936326320,1
12936326160,1
12936325552,1
12936325280,1
12936324832,1
12936324512,1
12936324304,1
12936324064,1
12936323920,1
12936323760,1
12936323632,1
12936323120,1
12936323040,1
12936322976,1
12936322752,1
12936322576,1
12936322224,1
12936322112,1
12936322032,1
12936321440,1
12936321296,1
12936321232,1
12936320624,1
12936320352,1
12936319936,1
12936319648,1
12936319376,1
12936319296,1
12936319248,1
12936318976,1
12936318768,1
12936318592,1
12936318416,1
12936318064,1
12936317968,1
12936317936,1
12936317696,1
12936317664,1
12936317600,1
12936317440,1
12936317296,1
12936317072,1
12936316832,1
12936316656,1
12936316160,1
12936315968,1
12936315920,1
12936315888,1
12936315456,1
12936315424,1
12936315024,1
12936314560,1
12936314464,1
12936314128,1
12936314112,1
12936313792,1
12936313552,1
12936313392,1
12936313360,1
12936313056,1
12936312960,1
12936312928,1
12936312672,1
12936312448,1
12936312016,1
12936311792,1
12936311488,1
12936311344,1
12936311152,1
12936310560,1
12936310304,1
12936310208,1
12936309408,1
12936309136,1
12936307920,1
12936307760,1
12936307648,1
12936307408,1
12936307328,1
12936307120,1
12936306784,1
12936306672,1
12936306608,1
12936306592,1
12936306464,1
12936306432,1
12936305376,1
12936305040,1
12936304800,1
12936304064,1
12936303888,1
12936303792,1
12936303632,1
12936303440,1
12936303408,1
12936303376,1
12936303312,1
12936303232,1
12936301984,1
12936301584,1
12936301520,1
12936301440,1
12936301216,1
12936301120,1
12936300800,1
12936300768,1
12936300720,1
12936300560,1
12936300240,1
12936300096,1
12936299088,1
12936299008,1
12936298880,1
12936298352,1
12936298320,1
12936297632,1
12936297424,1
12936297264,1
12936295904,1
12936295808,1
12936295472,1
12936295040,1
12936294672,1
12936294480,1
12936294416,1
12936293776,1
12936293552,1
12936291936,1
12936291776,1
12936291600,1
12936291056,1
12936290976,1
12936290832,1
12936290736,1
12936290640,1
12936290512,1
12936289888,1
12936288800,1
12936288704,1
12936288464,1
12936288192,1
12936287856,1
12936287600,1
12936286832,1
12936286624,1
12936286608,1
12936285840,1
12936285760,1
12936285664,1
12936285552,1
12936284608,1
12936284448,1
12936284352,1
12936284144,1
12936284112,1
12936283616,1
12936283424,1
12936283264,1
12936283232,1
12936283200,1
12936283056,1
12936282864,1
12936282688,1
12936282272,1
12936282096,1
12936282000,1
12936281920,1
12936281808,1
12936281680,1
12936281648,1
12936281568,1
12936280928,0
12936280560,1
12936280176,1
12936279792,1
12936279616,1
12936279232,1
12936278944,1
12936278864,1
12936278768,1
12936278496,1
12936278128,1
12936278080,1
12936278048,1
12936277760,1
12936277536,1
12936277248,1
12936276544,1
12936276480,1
12936276032,1
12936275648,1
12936275440,1
12936275376,1
12936275040,1
12936274912,1
12936274480,1
12936274144,1
12936274080,1
12936273808,1
12936273504,1
12936273216,1
12936271632,1
12936271200,1
12936271168,1
12936271120,1
12936270608,1
12936270576,1
12936270320,1
12936269888,1
12936269456,1
12936269104,1
12936267920,1
12936267712,1
12936267696,1
12936267536,1
12936266848,1
12936266784,1
12936266288,1
12936266208,1
12936265408,1
12936265296,1
12936264832,1
12936264816,1
12936264752,1
12936264448,1
12936264256,1
12936264192,1
12936263520,1
12936263040,1
12936262928,1
12936262128,1
12936262048,1
12936261728,1
12936261360,1
12936260976,1
12936260880,1
12936260528,1
12936260240,1
12936259088,0
12936258384,1
12936258320,1
12936257424,1
12936256704,1
12936255968,1
12936255408,1
12936254864,1
12936254816,1
12936253920,1
12936253632,1
12936252784,1
12936252448,1
12936252304,1
12936251520,1
12936251504,1
12936251344,1
12936251184,1
12936250832,1
12936250800,1
12936250128,1
12936249920,1
12936249696,1
12936249632,1
12936249472,1
12936249312,1
12936248896,1
12936248736,1
12936248624,1
12936247840,1
12936247344,1
12936247264,1
12936246640,1
12936246496,1
12936245232,1
12936243648,1
12936243440,1
12936243120,1
12936243088,1
12936243024,1
12936242256,1
12936241664,1
12936241568,1
12936241104,1
12936241008,1
12936240560,1
12936240400,1
12936239776,1
12936239744,1
12936239328,1
12936239296,1
12936239104,1
12936238944,1
12936238688,1
12936238640,1
12936238512,1
12936238352,1
12936238096,1
12936238000,1
12936237184,1
12936236928,1
12936236848,1
12936236400,1
12936236272,1
12936236064,1
12936235776,1
12936235408,1
12936234720,1
12936234592,2
12936234336,1
12936234144,1
12936233984,1
12936233872,1
12936233616,1
12936233408,1
12936233328,1
12936232720,1
12936232576,1
12936232320,1
12936231952,1
12936231824,1
12936231584,1
12936231456,1
12936231424,1
12936231360,1
12936230624,1
12936230432,1
12936230272,1
12936229776,1
12936229248,1
12936228976,1
12936228848,1
12936228528,1
12936227408,1
12936226976,1
12936226928,1
12936226736,1
12936226112,1
12936225600,1
12936224544,1
12936223472,1
12936222848,1
12936222704,1
12936222528,1
12936222432,1
12936221200,1
12936221184,1
12936220960,1
12936220016,1
12936219872,1
12936219632,1
12936219264,1
12936218512,1
12936218224,1
12936217376,1
12936216784,1
12936216480,1
12936215952,1
12936215936,1
12936215408,1
12936215056,1
12936214896,1
12936214832,1
12936214384,1
12936213456,1
12936213248,1
12936213152,1
12936212544,1
12936211328,1
12936210736,1
12936210448,1
12936209856,1
12936209792,1
12936209664,1
12936208496,1
12936208384,1
12936208144,1
12936207776,1
12936207648,1
12936207424,1
12936207104,1
12936205984,1
12936204944,1
12936204736,1
12936204512,1
12936203264,1
12936203184,1
12936202784,1
12936201792,1
12936201216,1
12936201168,1
12936201136,1
12936201088,1
12936201072,1
12936200224,1
12936199840,1
12936199808,1
12936199456,1
12936198800,1
12936198000,1
12936197968,1
12936197360,1
12936196368,1
12936196336,1
12936194736,1
12936194640,1
12936194560,1
12936194336,1
12936194048,1
12936193968,1
12936193792,2
12936193456,1
12936193328,1
12936192896,1
12936192608,1
12936192336,1
12936190336,1
12936189424,1
12936188960,1
12936187968,1
12936187664,1
12936187632,1
12936187216,1
12936186848,1
12936186640,1
12936186368,1
12936185696,1
12936185600,1
12936184848,1
12936184480,1
12936184336,1
12936184048,1
12936183984,1
12936183840,1
12936183552,1
12936182112,1
12936181840,1
12936181392,1
12936181376,1
12936181024,1
12936180304,1
12936180112,1
12936179488,1
12936178544,1
12936178032,1
12936177472,1
12936176544,1
12936176160,1
12936175616,1
12936175376,1
12936175248,1
12936175120,1
12936174320,1
12936174176,1
12936173968,1
12936173648,1
12936173248,1
12936172592,1
12936171792,1
12936171632,1
12936170816,1
12936170352,1
12936169568,1
12936168480,1
12936168336,1
12936168176,1
12936167872,1
12936167680,1
12936167664,1
12936167184,1
12936166896,1
12936166496,1
12936166240,1
12936164576,1
12936164384,1
12936164240,1
12936163536,1
12936163168,1
12936162480,1
12936162464,1
12936162256,1
12936161952,1
12936161936,1
12936161856,1
12936161504,1
12936161392,1
12936161360,1
12936160816,1
12936160272,1
12936159936,1
12936159312,1
12936159104,1
12936159056,1
12936158448,1
12936158352,1
12936158256,1
12936157744,1
12936156944,1
12936156576,1
12936156448,1
12936155888,1
12936155184,1
12936154992,1
12936154896,1
12936154432,1
12936154096,1
12936153904,1
12936153776,1
12936152688,1
12936152032,1
12936152016,1
12936151280,1
12936151184,1
12936150528,1
12936150304,1
12936150080,1
12936148704,1
12936148576,1
12936148368,1
12936148240,1
12936147264,1
12936147152,1
12936146816,1
12936137328,1
12936137232,1
12936136208,1
12936136096,1
12936135792,1
12936135360,1
12936134592,1
12936134384,1
12936134176,1
12936133808,1
12936133360,1
12936133248,1
12936133136,1
12936132720,1
12936132208,1
12936131872,1
12936131024,1
12936130896,1
12936130256,1
12936130064,1
12936130048,1
12936130000,1
12936129392,1
12936129344,1
12936129296,1
12936129008,1
12936128688,1
12936128432,1
12936127120,1
12936125600,1
12936125440,1
12936124816,1
12936124624,1
12936124512,1
12936124272,1
12936123312,1
12936122720,1
12936122144,1
12936122128,1
12936122032,1
12936121968,1
12936121312,1
12936120944,1
12936120592,1
12936120400,1
12936120144,1
12936120064,1
12936119888,1
12936119808,1
12936119616,1
12936119472,1
12936119296,1
12936119088,1
12936118800,1
12936118688,1
12936118640,1
12936118416,1
12936117872,1
12936117008,1
12936116448,1
12936116192,1
12936115872,1
12936115696,1
12936115280,1
12936115216,1
12936115184,1
12936114800,1
12936114048,1
12936112048,1
12936111920,1
12936111424,1
12936110720,1
12936110464,1
12936109984,1
12936109840,1
12936109744,0
12936109360,1
12936109264,1
12936108880,1
12936108256,1
12936108096,1
12936107888,1
12936106960,1
12936106896,1
12936106416,1
12936105776,1
12936104896,1
12936104576,1
12936104080,1
12936104016,1
12936103952,1
12936103920,1
12936103296,1
12936103232,1
12936103168,1
12936103040,1
12936102848,1
12936102528,1
12936102416,1
12936102032,1
12936101712,1
12936101632,1
12936101328,1
12936100960,1
12936100336,1
12936099760,1
12936099616,1
12936099536,1
12936099120,1
12936098448,1
12936098272,1
12936097504,1
12936095968,1
12936095472,1
12936095248,1
12936093216,1
12936092720,1
12936092416,1
12936092384,1
12936090560,1
12936089744,1
12936089200,1
12936089008,1
12936088592,1
12936088496,1
12936088272,1
12936087904,1
12936087696,1
12936087632,1
12936087280,1
12936087184,1
12936087072,1
12936085136,1
12936085040,1
12936084976,1
12936084768,1
12936084640,1
12936084432,1
12936083760,1
12936083728,1
12936083536,1
12936083168,1
12936082880,1
12936082864,1
12936082848,1
12936081984,1
12936081728,1
12936081664,1
12936081184,1
12936080912,1
12936080592,1
12936080288,1
12936079872,1
12936079376,1
12936079328,1
12936079152,1
12936078464,1
12936078144,1
12936077984,1
12936077920,1
12936077424,1
12936077296,1
12936076320,1
12936076176,1
12936076016,1
12936075696,1
12936075472,1
12936075344,1
12936075312,1
12936074944,1
12936074112,1
12936074096,1
12936073616,1
12936073440,1
12936073360,1
12936073072,1
12936072576,1
12936072432,1
12936072032,1
12936071936,1
12936071056,1
12936070704,1
12936070224,1
12936070160,1
12936069392,1
12936067488,1
12936067104,1
12936066880,1
12936066624,1
12936066240,1
12936063808,1
12936063056,1
12936062848,1
12936066480,1
12936062512,1
12936061744,1
12936061408,1
12936060416,1
12936059328,1
12936059008,1
12936058784,1
12936056656,1
12936056016,1
12936055904,1
12936055152,1
12936054784,1
12936054528,1
12936053632,1
12936053472,1
12936052992,1
12936051888,1
12936051696,1
12936050368,1
12936050176,1
12936049760,1
12936047856,1
12936047184,1
12936047056,1
12936046576,1
12936046304,1
12936046064,1
12936045728,1
12936045680,1
12936045008,1
12936044208,1
12936044032,1
12936043760,1
12936043536,1
12936043136,1
12936042432,1
12936042352,1
12936041760,1
12936041408,1
12936041248,1
12936040800,1
12936040128,1
12936039840,1
12936039792,1
12936038240,1
12936038096,1
12936037968,1
12936037808,1
12936037584,1
12936037168,1
12936036720,1
12936036336,1
12936035824,1
12936034864,1
12936033872,1
12936033808,1
12936033328,1
12936032784,1
12936032384,1
12936032016,1
12936031904,1
12936031776,1
12936031344,1
12936029680,1
12936029616,1
12936029248,1
12936029072,1
12936027968,1
12936025808,1
12936025632,1
12936024688,1
12936004320,1
12936003952,1
12936003648,1
12936003312,1
12936001968,1
12936001936,1
12936001488,1
12936000960,1
12936000768,1
12936000544,1
12936000272,1
12935999920,1
12935999360,1
12935999152,1
12935998896,1
12935997472,1
12935996896,1
12935996784,1
12935996400,1
12935996016,1
12935995728,1
12935995328,1
12935994592,1
12935994160,1
12935994048,1
12935993040,1
12935992400,1
12935992176,1
12935991936,1
12935991872,1
12935990960,1
12935990736,1
12935990512,1
12935990112,1
12935990032,1
12935990000,1
12935989520,1
12935988128,1
12935987760,1
12935986544,1
12935986464,1
12935985984,1
12935985072,1
12935984784,1
12935984480,1
12935983984,1
12935983904,1
12935982592,1
12935981488,1
12935980640,1
12935979664,1
12935979616,1
12935979360,1
12935978800,1
12935977872,1
12935975632,1
12935975152,1
12935974752,1
12935974672,1
12935974080,1
12935973696,1
12935973504,1
12935973120,1
12935972768,1
12935971488,1
12935971136,1
12935971088,1
12935970736,1
12935970528,1
12935970256,1
12935969552,1
12935968896,1
12935968864,1
12935968240,1
12935968208,1
12935967472,1
12935966736,1
12935966224,1
12935964928,1
12935964896,1
12935964032,1
12935963584,1
12935962752,1
12935962544,1
12935962368,1
12935960880,1
12935960560,1
12935960400,1
12935960288,1
12935960256,1
12935959984,1
12935959168,1
12935958736,1
12935957952,1
12935956944,1
12935956384,1
12935956016,1
12935955888,1
12935954944,1
12935954912,1
12935970320,1
12935963376,1
12935954736,1
12935953552,1
12935952592,1
12935951920,1
12935951264,1
12935950688,1
12935950384,1
12935950192,1
12935950160,1
12935949472,1
12935949040,1
12935948096,1
12935947696,1
12935947328,1
12935945936,1
12935945664,1
12935945216,1
12935944896,1
12935944592,1
12935944496,1
12935944400,1
12935942896,1
12935942560,1
12935941072,1
12935940768,1
12935940240,1
12935939552,1
12935937312,1
12935937264,1
12935936960,1
12935934816,1
12935934464,1
12935933536,1
12935933440,1
12935933280,1
12935932208,1
12935931728,1
12935931616,1
12935931584,1
12935929776,1
12935929680,1
12935929648,1
12935929040,1
12935928688,1
12935928064,1
12935927536,1
12935927376,1
12935927248,1
12935927056,1
12935926400,1
12935926208,1
12935925808,1
12935925728,1
12935925504,1
12935925456,1
12935924752,1
12935924240,1
12935923584,1
12935922880,1
12935922640,1
12935921728,1
12935921552,1
12935920960,1
12935920400,1
12935919008,1
12935918976,1
12935917600,1
12935916944,1
12935916448,1
12935916368,1
12935916016,1
12935915696,1
12935915008,1
12935914144,1
12935913776,1
12935912448,1
12935911744,1
12935911712,1
12935910896,1
12935910368,1
12935909344,1
12935909232,1
12935908928,1
12935908864,1
12935908512,1
12935908480,1
12935908240,1
12935908096,1
12935908032,1
12935907936,1
12935906912,1
12935906832,1
12935906720,1
12935906544,1
12935906368,1
12935905968,1
12935905232,1
12935904800,1
12935904256,1
12935903456,1
12935902576,1
12935902000,1
12935901008,1
12935900784,1
12935900368,1
12935899344,1
12935899232,1
12935899056,1
12935897648,1
12935897584,1
12935897392,1
12935896912,1
12935896240,1
12935896176,1
12935895536,1
12935895344,1
12935894704,1
12935894672,1
12935894080,1
12935894032,1
12935892352,1
12935892112,1
12935889136,1
12935888480,1
12935886864,1
12935886720,1
12935885856,1
12935884384,1
12935883584,1
12935882960,1
12935882736,1
12935882272,1
12935881712,1
12935881648,1
12935881424,1
12935881264,1
12935880240,1
12935878752,1
12935878560,1
12935877936,1
12935877312,1
12935875792,1
12935874864,1
12935874496,1
12935873984,1
12935872368,1
12935872048,1
12935870960,1
12935870688,1
12935870656,1
12935870176,1
12935868352,0
12935868240,1
12935868208,1
12935867824,0
12935867600,1
12935867216,1
12935867072,1
12935866544,1
12935865840,1
12935865680,1
12935864832,1
12935864256,1
12935864016,1
12935863440,1
12935863152,1
12935863008,1
12935862704,1
12935861600,1
12935860976,1
12935860912,1
12935860320,1
12935859536,1
12935858608,1
12935857808,1
12935857040,1
12935855232,1
12935853648,1
12935852112,1
12935851440,1
12935851424,1
12935851168,1
12935851072,1
12935849472,1
12935849056,1
12935848336,1
12935847056,1
12935845648,1
12935844832,1
12935842752,1
12935841984,1
12935841344,1
12935840912,1
12935839952,1
12935839696,1
12935838544,1
12935838144,1
12935837600,1
12935837504,1
12935836688,1
12935836160,1
12935836080,1
12935834352,1
12935833728,1
12935833584,1
12935833072,1
12935832896,1
12935832672,1
12935832592,1
12935832240,1
12935831632,1
12935829744,1
12935829152,1
12935828624,1
12935827648,1
12935827360,1
12935824544,1
12935824224,1
12935821328,1
12935820800,1
12935820208,1
12935817040,1
12935816880,1
12935816528,1
12935816288,1
12935816128,1
12935811584,1
12935809920,1
12935809600,1
12935809344,1
12935808448,1
12935806160,1
12935805968,1
12935805152,1
12935802240,1
12935801712,1
12935799248,1
12935799008,1
12935797632,1
12935796288,1
12935796240,1
12935795904,1
12935795728,1
12935794736,1
12935793712,1
12935793680,1
12935792256,1
12935791872,1
12935790528,1
12935790080,1
12935784800,1
12935784240,1
12935779456,1
12935778976,1
12935778800,1
12935776944,1
12935776208,1
12935774256,1
12935773712,1
12935772880,1
12935770048,1
12935769200,1
12935769168,1
12935768992,1
12935768208,1
12935767232,1
12935766080,1
12935765344,1
12935765184,1
12935764656,1
12935763392,1
12935760448,1
12935759808,1
12935759776,1
12935759136,1
12935758384,1
12935756960,1
12935755840,1
12935754832,1
12935754752,1
12935754544,1
12935754384,1
12935751616,1
12935750368,1
12935750304,1
12935748944,1
12935748608,1
12935748496,1
12935748352,1
12935747536,1
12935745376,1
12935744672,1
12935744576,1
12935744240,1
12935743744,1
12935742848,1
12935741728,1
12935740832,1
12935740272,1
12935738496,1
12935738048,1
12935737248,1
12935736496,1
12935735008,1
12935734192,1
12935733024,1
12935730512,1
12935729280,1
12935728608,1
12935727952,1
12935725696,1
12935725552,1
12935724448,1
12935723952,1
12935723312,1
12935723072,1
12935722704,1
12935721792,1
12935721376,1
12935720624,1
12935719200,1
12935716192,1
12935715472,1
12935713360,1
12935713280,1
12935712752,1
12935710800,1
12935710688,1
12935710112,0
12935709904,1
12935706256,1
12935704720,1
12935703456,1
12935703296,1
12935703152,1
12935702944,1
12935702576,1
12935702016,1
12935700736,1
12935699200,1
12935698944,1
12935697680,1
12935696880,1
12935696432,1
12935696048,1
12935694544,1
12935694128,1
12935692720,1
12935691888,1
12935691792,1
12935691456,1
12935691312,1
12935689904,1
12935689584,1
12935689552,1
12935686672,1
12935685552,1
12935684784,1
12935684672,1
12935683968,1
12935681088,1
12935680464,1
12935680208,1
12935679792,1
12935678384,1
12935675600,1
12935674480,1
12935674416,1
12935670512,1
12935668096,1
12935666576,1
12935666416,1
12935664624,1
12935664272,1
12935661344,1
12935661280,1
12935661184,1
12935660672,1
12935659904,1
12935657616,1
12935657536,1
12935656464,1
12935654528,1
12935652544,1
12935652304,1
12935652224,1
12935652128,1
12935650416,1
12935649856,1
12935645840,1
12935643920,1
12935642976,1
12935641504,1
12935640080,1
12935639040,1
12935636688,1
12935636080,1
12935633184,1
12935632304,1
12935631744,1
12935631184,1
12935630768,1
12935630576,1
12935630192,1
12935630160,1
12935629456,1
12935628208,1
12935627696,1
12935627584,1
12935626176,1
12935626064,1
12935625616,1
12935624432,1
12935622288,1
12935620800,1
12935620016,1
12935619440,1
12935616704,1
12935616368,1
12935615664,1
12935614960,1
12935614496,1
12935610144,1
12935608880,1
12935608176,1
12935606704,1
12935606272,1
12935605424,1
12935604864,1
12935602848,1
12935601616,1
12935600816,1
12935600400,1
12935593504,1
12935591824,1
12935591632,1
12935589824,1
12935589472,1
12935588512,1
12935588176,1
12935587472,1
12935587296,1
12935586192,1
12935586064,1
12935585360,1
12935583632,1
12935581168,1
12935580736,1
12935580144,1
12935579136,1
12935576816,1
12935576368,1
12935574080,1
12935573440,1
12935572864,1
12935570416,1
12935570128,1
12935568304,1
12935567648,1
12935566688,1
12935564816,1
12935563696,1
12935562000,1
12935561936,1
12935561120,1
12935560640,1
12935559408,1
12935558928,1
12935558864,1
12935557408,1
12935556720,1
12935556640,1
12935556480,1
12935555472,1
12935554704,1
12935553792,1
12935553008,1
12935552560,1
12935552272,1
12935551840,1
12935551520,1
12935550240,1
12935548048,1
12935547824,1
12935546720,1
12935546176,1
12935545904,1
12935545520,1
12935545392,1
12935543920,1
12935543808,1
12935541392,1
12935540944,1
12935538896,1
12935534176,1
12935532672,1
12935528320,1
12935528096,1
12935526192,1
12935525888,1
12935525584,1
12935525296,1
12935524704,1
12935521232,1
12935520320,1
12935520288,1
12935520048,1
12935519168,1
12935518336,1
12935518256,1
12935518112,1
12935515040,1
12935511392,1
12935510224,1
12935507664,1
12935507088,1
12935507008,1
12935506800,1
12935506288,1
12935504832,1
12935503568,1
12935502768,1
12935501488,1
12935501120,1
12935499376,1
12935498928,1
12935497584,1
12935496800,1
12935496224,1
12935495888,1
12935493328,1
12935428928,1
12935428352,1
12935427616,1
12935426112,1
12935425808,1
12935423248,1
12935423056,1
12935422736,1
12935420560,1
12935419472,1
12935418560,1
12935415024,1
12935414032,1
12935413232,1
12935413040,1
12935412336,1
12935409520,1
12935408816,1
12935407152,1
12935406416,1
12935404960,1
12935404096,1
12935396640,1
12935394400,1
12935394368,1
12935393248,1
12935389488,1
12935388624,1
12935386736,1
12935381312,1
12935379776,1
12935379248,1
12935376800,1
12935375792,1
12935375776,1
12935375312,1
12935374752,1
12935373984,1
12935373328,1
12935373168,1
12935372416,1
12935372160,1
12935369216,1
12935369152,1
12935369088,1
12935367168,1
12935365920,1
12935365568,1
12935364096,1
12935362752,1
12935361648,1
12935360816,1
12935360224,1
12935358832,1
12935357952,1
12935357808,1
12935357088,1
12935351968,1
12935350032,1
12935348592,1
12935348464,1
12935346976,1
12935346880,1
12935346848,1
12935346656,1
12935346384,1
12935346048,1
12935344912,1
12935344416,1
12935340976,1
12935339888,1
12935339120,1
12935338672,1
12935338304,1
12935338176,1
12935338112,1
12935336736,1
12935335152,1
12935334304,1
12935333360,1
12935332064,1
12935328624,1
12935328336,1
12935323936,1
12935322368,1
12935319808,1
12935315744,1
12935315136,1
12935313280,1
12935312256,1
12935311488,1
12935311056,1
12935309456,1
12935309392,1
12935308864,1
12935308416,1
12935306432,1
12935301520,1
12935300848,1
12935298560,1
12935297600,1
12935293312,1
12935291616,1
12935290064,1
12935289552,1
12935287632,1
12935286400,1
12935286368,1
12935285696,1
12935285216,1
12935284288,1
12935283648,1
12935282240,1
12935281392,1
12935280272,1
12935279952,1
12935278784,1
12935276944,1
12935275696,1
12935271440,1
12935271104,1
12935270144,1
12935269520,1
12935267552,1
12935266912,1
12935266784,1
12935263216,1
12935263072,1
12935260224,1
12935258656,1
12935257152,1
12935255888,1
12935255760,1
12935253968,1
12935253504,1
12935252304,1
12935249792,1
12935249552,1
